district_code,district,fiscal_year,gf_revenue,gf_expenditure,gf_total_fund_balance,gf_unassigned,gf_assigned,cash_and_investments,solvency_ratio_pct,operating_margin_pct,salaries_benefits,salary_benefit_pct_gf,go_debt_outstanding,save_rev_bonds,findings_count,material_weakness,significant_deficiency,repeat_finding,single_audit_findings,gfoa_cert,auditor,report_date,opinion_type,confidence,notes,district_name_display,gf_assigned_plus_unassigned_sbrc,cash_reserve_levy_amount,max_cash_reserve_levy_capacity,sbrc_20pct_cap,unspent_authorized_budget,certified_enrollment,management_fund_balance,ppel_fund_balance,save_fund_balance,total_governmental_fund_balance,gf_assigned_plus_unassigned_aud,flag_audit_concern,conservative_reserve_ratio,practical_cushion_ratio,broad_cushion_ratio,operating_adjacent_ratio,conservative_days_cushion,practical_days_cushion,operating_adjacent_days_cushion,gf_cash_days,crl_reliance,crl_capacity_used_pct,crl_levy_headroom,uab_cushion,operating_result_pct,operating_result_3yr_avg,fb_drawdown_years,enrollment_3yr_trend,practical_days_cushion_pctile,uab_cushion_pctile,crl_reliance_pctile,flag_low_unrestricted,flag_negative_operating,flag_multiyear_drawdown,flag_weak_uab,flag_declining_enrollment,flag_high_crl_reliance,flag_limited_levy_headroom,flag_special_ed_pressure,flag_short_term_borrowing,risk_flag_count,cushion_band,risk_class,risk_rationale
1337,College CSD (Prairie),2024,71926575,75383474,9206351,8733156,139020.0,38354559,12.8,-4.80,,,112900000.0,56999000,0.0,N,N,Y,No findings Part II-III; single audit unmodified,N,CPA firm Moline IL (name not in text extraction),2025-02-20,unmodified,Medium,Certified enrollment not stated in text; IV-H-24 enrollment variance (repeat of IV-H-23 not corrected) + IV-I supplementary weighting variances (statutory). Large capital activity: CIP additions $29451653 + depreciable additions $66135997 = $95587650 (large buildings transfer as new school completed). CIP decreased from $65.5M to $30.1M. Revenue bonds $56999000 (down from $59339000). Lease $43114 + SBITA $10587 = $53701. OPEB (govt) $494297 current + $10019005 LT = $10513302. Firm name absent.,College Community CSD (Prairie),8872175.0,6221192.0,6221192.0,15093367.0,13710477.0,5147.9,,,,9895740.17,8872176.0,False,0.11584974181476433,0.11769391259415823,0.12212691338687841,,42.28515576238898,42.95827809686776,,185.70932449995604,0.08252726585670488,1.0,0.0,0.18187642824739014,-0.0480614988271025,-0.021633063490805002,3,-0.008894707456537365,0.2857142857142857,0.5,0.9285714285714286,False,True,True,False,False,True,True,False,False,4,Moderate,High risk,43-day practical cushion; 4 risk flag(s)
1337,College CSD (Prairie),2025,75702538,79645682,5215707,4684712,125581.0,56454829,6.53,-5.21,,,149125000.0,54604000,1.0,N,Y,Y,No findings Part III; single audit unmodified,N,CPA firm East Moline IL (name not in text extraction),2026-02-16,unmodified,Medium,Certified enrollment not stated in text; IV-H-25 enrollment variance (repeat of IV-H-24 not corrected - statutory). Finding 2025-001: significant deficiency - insufficient segregation of duties over payroll cycle (not a repeat of 2021-001). GO bonds increased $36.2M due to new $43M issuance for continuing construction program. Capital additions = $24561836 CIP increases + $40412458 depreciable increases = $64974294. Revenue bonds $49000000 + private placement $5604000 = $54604000. Lease $1369667 + SBITA $5491 = $1375158 (equipment note $854889 excluded per field definition). OPEB (govt) $494297 + $9430689 = $9924986. Firm name absent from text extract.,,,,,,,,,,,,4810293.0,False,0.05881940969505415,0.060396155563085016,0.06548637501779443,,21.469084538694766,22.04459678052603,,258.72102626982337,,,,,-0.0520873421707473,-0.03899127808369202,4,,0.14285714285714285,,,False,True,True,False,False,False,False,False,False,2,Moderate,Moderate risk,22-day practical cushion; 2 risk flag(s)
1611,Davenport CSD,2020,191199787,183013826,25454380,19897473,,52206206,10.82,4.28,,,,7980000,6.0,Y,Y,Y,2020-005 MW payroll monitoring ESSER; 2020-006 SD nutrition reconciliation,Y,"Bohnsack & Frommelt, Certified Public Accountants","December 18, 2020",unmodified,Medium,GF cash only (pooled cash and investments shown as $52.2M GF per balance sheet); capital additions = CIP increases + depreciable asset increases; no Assigned GF balance present; salaries/benefits not separately stated by object in GF statements (approx 84% per MD&A); AEA is pass-through shown as GF expenditure,Davenport CSD,19897473.0,6151183.0,16705292.0,36602765.0,2004870.0,15053.7,5495592.46,6044351.17,12445603.48,52174018.93,19897473.0,False,0.10872114656517809,0.10872114656517809,0.13908446458028806,0.13874943776105747,39.68321849629,39.68321849629,50.64354478278597,104.11926577612776,0.03361048252168664,0.36821762828210364,10554109.0,0.010954746118470853,0.042813651251609394,,0,,0.26666666666666666,0.06666666666666667,0.3333333333333333,False,False,False,True,False,False,False,False,False,1,Moderate,Moderate risk,40-day practical cushion; 1 risk flag(s)
1611,Davenport CSD,2021,194639365,191417781,28499620,22312601,,49276837,11.92,1.66,,,,5770000,8.0,Y,Y,Y,2021-005 MW allowable costs ESSER; 2021-006 SD nutrition reconciliation; 2021-007 NC unallowable costs ESSER $540K; 2021-008 NC Title I test security,Y,"Bohnsack & Frommelt, Certified Public Accountants","January 25, 2022",unmodified,Medium,Certification enrollment per October 2020 count 14412; GF cash per balance sheet; capital additions = CIP + depreciable additions; no Assigned GF balance; salaries/benefits not stated by object; qualified federal opinion on ESSER programs,Davenport CSD,22901178.0,11523181.0,15536966.0,38438144.0,8002122.0,14930.5,6300722.66,10182263.47,21988385.59,70336520.48,22312601.0,False,0.11656493395459432,0.11656493395459432,0.1488870043896288,0.14948101221589233,42.54620089342693,42.54620089342693,54.5605694588007,93.96225058632353,0.06019911494011102,0.7416622395904066,4013785.0,0.04180448628228534,0.016551554203847716,0.029682602727728553,0,,0.2,0.13333333333333333,0.6666666666666666,False,False,False,True,False,False,False,False,False,1,Moderate,Moderate risk,43-day practical cushion; 1 risk flag(s)
1611,Davenport CSD,2022,202274754,195608139,35293803,31864061,,54415534,16.35,3.3,,,,3505000,7.0,Y,Y,Y,2022-003 and 2022-004 SD; 2022-005 thru 007 NC federal,Y,"Bohnsack & Frommelt, Certified Public Accountants","December 16, 2022",unmodified,Medium,Enrollment per statistical section 14166; GASB 87 and 96 not yet adopted in FY2022 (forthcoming); IPERS NPL dropped dramatically to $1.98M due to GASB measurement year shift; no Assigned GF balance; seven IC+compliance findings,Davenport CSD,32346582.0,6775876.0,6861847.0,39208429.0,16413928.0,14470.6,7537998.82,13597986.64,34982955.34,94858164.9,31864061.0,False,0.16289741910994818,0.16289741910994818,0.18043115782620886,0.20143364187928806,59.45755797513108,59.45755797513108,73.52327928594013,101.53805466141672,0.03464005145511864,0.9874711575469404,85971.0,0.0839122956944036,0.03295821583349942,0.030774473762985508,0,,0.4,0.13333333333333333,0.6666666666666666,False,False,False,True,False,False,True,False,False,2,Low,Low risk,59-day practical cushion; 2 risk flag(s)
1611,Davenport CSD,2023,220539091,201686938,50668239,46354674,,65308906,21.74,8.55,,,,1180000,3.0,N,Y,Y,2023-002 SD ESF pre-approval monitoring; 2023-003 NC overcharged indirect costs ESF $94K,Y,"Bohnsack & Frommelt, Certified Public Accountants","December 18, 2023",unmodified,High,SAVE rev bonds = $1.18M remaining (paid off FY2024); GASB 87/96 first year; lease/SBITA: lease $93975 + IT sub $171252 = $265227 (govt only); IPERS NPL $52.6M; no material weakness; two IC+compliance findings + one noncompliance federal,Davenport CSD,45576435.0,0.0,0.0,41298840.0,27718050.0,14412.6,8026754.28,14716236.44,49263329.48,123760954.58,46354674.0,False,0.22983478483866912,0.22983478483866912,0.25122221350794666,0.26963287171328865,83.88969646611423,83.88969646611423,98.41599817535035,118.19184190301901,0.0,,0.0,0.13743106159904117,0.0854821379489589,0.04499730266210201,0,-0.04258753661890435,0.8666666666666667,0.4,0.13333333333333333,False,False,False,False,True,False,False,False,False,1,Very low,Low risk,84-day practical cushion; 1 risk flag(s)
1611,Davenport CSD,2024,232193237,214069537,56660994,51735493,,71641316,22.99,7.81,,,,75900000,2.0,N,Y,Y,2024-002 NC overcharged indirect costs Child Nutrition $49K,Y,"Bohnsack & Frommelt LLP, Certified Public Accountants","November 11, 2024",unmodified,High,Enrollment per stat table 13574 (MD&A says approximately 13786 which was FY2023 figure reused in error); $75.9M new SAVE revenue bonds issued March 2024; lease/SBITA: lease $57992 + IT sub $139856 = $197848; capital additions large due to building program; two findings,Davenport CSD,52915084.0,0.0,0.0,45086569.0,39563614.0,14164.5,,,,58813165.58,51735493.0,False,0.24167611013238188,0.24167611013238188,0.2646849934561217,,88.21178019831939,88.21178019831939,,122.15227213762788,0.0,,0.0,0.18481664675156464,0.07805438364253478,0.06549824580833104,0,-0.05130437694651887,0.9285714285714286,0.5714285714285714,0.14285714285714285,False,False,False,False,True,False,False,False,False,1,Very low,Low risk,88-day practical cushion; 1 risk flag(s)
1611,Davenport CSD,2025,197021300,201929149,51155858,46050819,,79767611,24.11,-2.49,,,,74000000,0.0,N,N,Y,no single audit findings,Y,"Bohnsack & Frommelt LLP, Certified Public Accountants","November 24, 2025",unmodified,High,No internal control or federal findings - clean audit; GASB 101 emphasis paragraph; enrollment 13370; large CIP $49.2M reflects active building program; save bonds $74M outstanding; lease/SBITA = lease $20731 + IT sub $80964 = $101695; compensated absences restated beginning balance $32.2M due to GASB 101,,,,,,,,,,,,46050819.0,False,0.22805434098075658,0.22805434098075658,0.2533356786443942,,83.23983445797616,83.23983445797616,,144.18511720167749,,,,,-0.024910245745003206,0.04620875861549683,1,,1.0,,,False,True,False,False,False,False,False,False,False,1,Very low,Low risk,83-day practical cushion; 1 risk flag(s)
1737,Des Moines Independent CSD,2020,460327437,432741578,125060027,91410321,2374122.0,264827969,21.07,5.99,,,,174670000,2.0,N,N,Y,No single audit findings,Y,RSM US LLP,2021-01-11,unmodified,High,Enrollment=Oct 2019 count; AEA flowthrough per GF expenditure line; solvency=(unassigned+assigned)/(GF rev-AEA); SAVE rev from statutory schedule; cash=SNP govt activities cash+restricted; capital additions=CIP additions 25806900+depreciable additions 3435469; GO bonds: none identified in debt notes - only revenue bonds; salaries+benefits not broken out at object level in GF; repeat finding: IV-G enrollment variance carried from 19-IV-G and IV-M deficit carried from prior year,Des Moines Independent CSD,96404712.0,0.0,0.0,86684415.0,23811427.0,32788.8,5358080.46,4965233.33,91530981.06,231601037.21,93784443.0,False,0.21123535534179708,0.21672159036218147,0.2889947103719255,0.22910329975272214,77.10090469975593,79.10338048219624,83.62270440974358,223.3716693730779,0.0,,0.0,0.05502458790775126,0.05992660176803669,,0,,0.9333333333333333,0.2,0.1,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,79-day practical cushion; 1 risk flag(s)
1737,Des Moines Independent CSD,2021,508163078,450242429,184265129,151959117,2374122.0,270686421,31.32,11.40,,,,158015000,2.0,N,N,Y,No single audit findings,Y,RSM US LLP,2021-12-17,unmodified,High,Enrollment=Oct 2020 count; large capital additions in 2021 due to school renovation completions (67M+ of CIP transferred to buildings); capital additions=CIP additions 21135160+depreciable additions 70166420; repeat finding: IV-G enrollment and IV-M deficit carried from 2020; SAVE bonds reduced by refunding; cash=SNP govt activities 267280325+restricted 3406096,Des Moines Independent CSD,157981834.0,0.0,0.0,90339145.0,72182477.0,32606.7,19606426.2,4034997.47,75392660.02,288645297.64,154333239.0,False,0.33750510216797003,0.34277808811305965,0.4092575846511347,0.3863244643254179,123.18936229130907,125.11400216126677,141.00842947877754,219.4385453286545,0.0,,0.0,0.16031913553842345,0.11398043562700555,0.08695351869752112,0,,1.0,0.4666666666666667,0.13333333333333333,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,125-day practical cushion; 0 risk flag(s)
1737,Des Moines Independent CSD,2022,459373498,465845285,179845901,154372935,2331042.0,325459655,35.3,-1.41,,,,132600000,2.0,N,N,Y,No single audit findings,Y,RSM US LLP,2022-11-29,unmodified,High,Enrollment=Oct 2021 count; GASB 87 leases implemented July 1 2021 (restated); lease liability ending 5984721 no SBITA; NPL dropped sharply due to favorable IPERS actuarial results; capital additions=CIP additions 21259523+depreciable 28649984; cash=SNP govt activities 321849087+restricted 3610568; depreciation includes amortization of lease assets 3710288,Des Moines Independent CSD,158270801.0,0.0,0.0,93965930.0,82573057.0,31621.5,33938621.3,13045854.68,70788173.57,303414923.38,156703977.0,False,0.331382413798607,0.33638631117625245,0.3860635854670076,0.40924015856466167,120.95458103649156,122.78100357933215,149.3726578761015,255.00477926915158,0.0,,0.0,0.1772542508399543,-0.01408828987343976,0.05327291584053415,1,,1.0,0.5333333333333333,0.16666666666666666,False,True,False,False,False,False,False,False,False,1,Very low,Low risk,123-day practical cushion; 1 risk flag(s)
1737,Des Moines Independent CSD,2023,488691573,486633749,184326862,160586811,2703026.0,332483952,34.5,0.42,,,,116155000,4.0,N,Y,Y,Finding 2023-002: Child Nutrition Cluster reporting significant deficiency (cyber incident impact),Y,RSM US LLP,2024-03-22,unmodified,High,Enrollment=Oct 2022 count (school year 2022-23); Finding 2023-001 IT ransomware attack (SD at financial statement level new); Finding 2023-002 SD federal Child Nutrition reporting (new); IV-C travel finding approx 35000 in questionable expenses (new); IV-G enrollment variance (repeat of IV-G-22); SBITA adopted per GASB 96; lease+SBITA=2445010+86186; SAVE rev=local option 42571605; NPL rebounded as actuarial assumptions reset; repeat_finding=Y because IV-G-23 enrollment variance is repeat of IV-G-22,Des Moines Independent CSD,164996437.0,0.0,0.0,98907786.0,106568443.0,31023.8,39716506.16,15803427.4,58559068.49,303929346.35,163289837.0,False,0.3299952198753071,0.33554975859267827,0.37877944630593224,0.4171645381709849,120.4482552544871,122.47566188632757,152.2650564324095,249.37983181269246,0.0,,0.0,0.21899106508537697,0.004210884970590643,0.03470101024138548,0,-0.05382935636558835,1.0,0.6,0.13333333333333333,False,False,False,False,True,False,False,False,False,1,Very low,Low risk,122-day practical cushion; 1 risk flag(s)
1737,Des Moines Independent CSD,2024,478241184,491327193,175410005,154171736,2801633.0,332563018,33.91,-2.74,,,,98880000,1.0,N,Y,N,No federal single audit findings,Y,RSM US LLP,2025-01-17,unmodified,High,Enrollment=Oct 2023 certified (2023-24 school year); Finding 2024-001 SD: open enrollment payments not recorded in correct period (audit adjustment $6.1M GF); lease=884798+SBITA=174430; capital additions=CIP 28587198+depreciable 30972654; cash=SNP govt 328241204+restricted 4321814; SAVE rev=local option 40540358; repeat finding=N (2023 findings corrected),Des Moines Independent CSD,164462396.0,0.0,0.0,97090763.0,129212807.0,30773.9,,,,182113706.64,156973369.0,False,0.3137862878271425,0.3194884615311736,0.3570126129778451,,114.53199505690702,116.61328845887837,,247.056347174336,0.0,,0.0,0.26298729001958576,-0.027362781453803026,-0.012413395452217382,1,-0.05620930667623523,1.0,0.6428571428571429,0.14285714285714285,False,True,False,False,True,False,False,False,False,2,Very low,Low risk,117-day practical cushion; 2 risk flag(s)
1737,Des Moines Independent CSD,2025,470207346,517163529,131879126,113882199,1444973.0,308190138,25.21,-9.99,,,,80825000,3.0,Y,N,N,No federal single audit findings,Y,RSM US LLP,2026-03-04,unmodified,High,Enrollment=fiscal year 2025 (Oct 2024 count); Finding 2025-001 MW: OPEB liability allocated entirely to govt activities since GASB 75 adoption - should have been split with enterprise funds (restatement required); IV-A budget overage finding (support services and noninstructional exceeded certified budget); IV-N deficit balance finding (School Nutrition and Child Care funds); OPEB restated; lease=483616+SBITA=1097768; capital additions=CIP 26468350+depreciable 55367691; SAVE bonds decreasing toward payoff; AEA flowthrough dropped sharply (legislative change effective FY2025); cash=SNP govt 303622611+restricted 4567527,,,,,,,,,,,,115327172.0,False,0.22020539464607142,0.22299942964462213,0.2550046911757383,,80.37496904581607,81.39479182028708,,217.5122452805445,,,,,-0.09986271673433192,-0.04100487107251477,2,,0.8571428571428571,,,False,True,True,False,False,False,False,False,False,2,Very low,Low risk,81-day practical cushion; 2 risk flag(s)
1863,Dubuque CSD,2020,132171981,132654280,18125154,16524327,0.0,61693452,13.02,-0.36,113419409.0,85.5,0.0,63148000,0.0,N,N,Y,no findings - low-risk auditee,N,Jim Kircher & Associates PC,2020-12-14,unmodified,High,"SAVE rev bonds = all revenue bonds ($63.1M); no GO bonds; sal+ben computed from MD&A 85.5% pct; gf_assigned=0 (none on balance sheet); cash+invest = govtl activities only ($61.7M); capital additions = increases to depreciable assets $19,244,588 + CIP net increase $1,162,884 - wait depreciable additions only; CIP end=$1,212,532; repeat finding = IV-H enrollment variance recurs from prior audit; 2020 statutory findings include IV-H (enrollment variances) and IV-I (supplementary weighting variances)",Dubuque CSD,16524327.0,7085158.0,10014582.0,26538909.0,10464284.0,10429.8,6908479.2,5260071.32,9157192.53,47982502.66,16524327.0,False,0.12456685905648879,0.12456685905648879,0.13663452095175518,0.17664568531071895,45.46690355561841,45.46690355561841,64.47567513841241,169.75034638912518,0.05341070035584227,0.7074841466174026,2929424.0,0.07888387770074211,-0.003649026036766446,,0,,0.6,0.26666666666666666,0.5333333333333333,False,True,False,False,False,False,False,False,False,1,Low,Low risk,45-day practical cushion; 1 risk flag(s)
1863,Dubuque CSD,2021,145074388,137835817,24931146,23065023,0.0,63584554,16.52,4.99,116195594.0,84.3,0.0,57389000,0.0,N,N,Y,no findings - low-risk auditee; major program = Education Stabilization Fund (CFDA 84.425),N,Jim Kircher & Associates PC,2021-12-13,unmodified,High,"SAVE rev bonds = all revenue bonds ($57.4M); no GO bonds; sal+ben computed from MD&A 84.3% pct; cash+invest = govtl activities ($63.6M); capital additions = depreciable increases $4,496,775 + CIP net $2,628,425; repeat finding = IV-H enrollment variance and IV-I supplementary weighting (both recurring from 2020); 2021 GF unassigned confirmed $23,065,023 from balance sheet (statistical table label appears transposed)",Dubuque CSD,23065023.0,4613729.0,4613729.0,27678752.0,13969257.0,10489.0,6587743.91,6535515.45,8864209.08,56622421.52,23065023.0,False,0.16733693391174226,0.16733693391174226,0.1808756718146779,0.2151310708304504,61.077980877785926,61.077980877785926,78.5228408531144,168.37686107378025,0.03347264231038004,1.0,0.0,0.10134707584749181,0.0498955818445362,0.023123277903884878,0,,0.6,0.2,0.4666666666666667,False,False,False,True,False,False,True,False,False,2,Low,Low risk,61-day practical cushion; 2 risk flag(s)
1863,Dubuque CSD,2022,149213189,144537665,30277495,28035617,0.0,98669437,19.51,3.13,120255337.0,83.2,0.0,82336000,0.0,N,N,Y,no findings under UG Sec 200.516 - low-risk auditee,N,Jim Kircher & Associates PC,2022-12-12,unmodified,High,"SAVE rev bonds = all revenue bonds ($82.3M incl refunding bonds); GASB 87 implemented - no leases; no GO bonds; sal+ben computed from MD&A 83.2% pct; cash+invest = govtl activities ($98.7M); capital additions = depreciable $1,707,683 + CIP increases $14,290,489; statutory finding 2022-A = certified budget exceeded in other services; IV-H enrollment variance recurring; FY2022 NPL restated to $1.4M from $72M due to IPERS allocation change",Dubuque CSD,28035617.0,878172.0,878172.0,28913789.0,15951173.0,10309.8,7565508.89,7427850.88,32243587.9,87232658.08,28035617.0,False,0.1939675516412971,0.1939675516412971,0.2094782353098066,0.24631037100260336,70.79815634907344,70.79815634907344,89.90328541595022,249.16927020372165,0.006075731194356848,1.0,0.0,0.11035997433610126,0.0313345223122334,0.025860359373334387,0,,0.7333333333333333,0.2,0.3333333333333333,False,False,False,True,False,False,True,False,False,2,Low,Low risk,71-day practical cushion; 2 risk flag(s)
1863,Dubuque CSD,2023,139402754,142565488,27589009,25481734,0.0,92236446,19.03,-2.27,119755010.0,84.0,0.0,76942000,0.0,N,N,Y,no findings under UG - low-risk auditee,N,Jim Kircher & Associates PC,2023-12-11,unmodified,High,"SAVE rev bonds = all revenue bonds ($76.9M); GASB 96 SBITA adopted - subscription liability $423,278 end of year; no GASB 87 leases; no GO bonds; sal+ben computed from MD&A 84.0% pct; cash+invest = govtl activities ($92.2M); capital additions = depreciable $4,696,653 + CIP increases $13,368,483; IV-H enrollment variance recurring; NPL surged to $39.6M due to IPERS plan changes",Dubuque CSD,25481734.0,3041993.0,3041993.0,28523727.0,15038445.0,10120.3,9755172.44,8542172.62,26554194.44,81753944.53,25481734.0,False,0.17873704469064772,0.17873704469064772,0.19351814655170962,0.24716294900207544,65.23902131208642,65.23902131208642,90.21447638575754,236.14623189870468,0.021337513325805753,1.0,0.0,0.10548447040703147,-0.02268774403122624,0.01951412004184779,1,-0.02967458628161614,0.6666666666666666,0.13333333333333333,0.4666666666666667,False,True,False,True,False,False,True,False,False,3,Low,Low risk,65-day practical cushion; 3 risk flag(s)
1863,Dubuque CSD,2024,136995614,141615196,23355130,21314572,0.0,90412348,16.21,-3.37,120372917.0,85.0,0.0,71890000,0.0,N,N,Y,no findings under UG - low-risk auditee,N,BAC CPA LLC,2024-12-09,unmodified,High,"New auditor BAC CPA LLC starting FY2024; SAVE rev bonds = all revenue bonds ($71.9M); SBITA = subscription liability $211,639 end of year; no GO bonds; sal+ben computed from MD&A 85.0% pct; cash+invest = govtl activities ($90.4M); capital additions to depreciable $8,227,015 + CIP net $9,592,013 (rounded); IV-H enrollment variance recurring; unrestricted NP = -23,353,158 per FY2024 ACFR (restated to -26,578,948 in FY2025 report for compensated absences GASB change)",Dubuque CSD,21314572.0,7017143.0,7017143.0,28331715.0,14988048.0,10064.1,,,,24187114.65,21314572.0,False,0.15051048617692128,0.15051048617692128,0.1649196601754518,,54.936327454576265,54.936327454576265,,233.02942023255753,0.049550777022544956,1.0,0.0,0.10583643862626155,-0.03372065619560638,-0.008357959304866406,2,-0.040509104776432416,0.5,0.14285714285714285,0.42857142857142855,False,True,True,True,True,False,True,False,False,5,Low,Moderate risk,55-day practical cushion; 5 risk flag(s)
1863,Dubuque CSD,2025,142364764,143254460,22795025,21167328,0.0,106764627,15.37,-0.62,122196054.0,85.3,0.0,80946000,0.0,N,N,Y,no findings under UG - low-risk auditee,N,BAC CPA LLC,2026-01-12,unmodified,High,"SAVE rev bonds = all revenue bonds ($80.9M incl new $15M issuance); SBITA = subscription liability $678,830 end of year (new subscription added); no GO bonds; sal+ben computed from MD&A 85.3% pct; cash+invest = govtl activities ($106.8M); capital additions = depreciable increases $42,776,994 + CIP increases $2,700,292 (major prior-year CIP placed in service); 2025-A = certified budget exceeded in instruction (statutory; similar to 2022-A); IV-H enrollment variance 17.00 - largest on record; enrollment declined to 9863 from 10489 in 2020 (-6.0%)",,,,,,,,,,,,21167328.0,False,0.14776034198167373,0.14776034198167373,0.1591226199868402,,53.932524823310914,53.932524823310914,,272.0270548993728,,,,,-0.006249411546806624,-0.02088593725787975,3,,0.7142857142857143,,,False,True,True,False,False,False,False,False,False,2,Low,Low risk,54-day practical cushion; 2 risk flag(s)
3141,Iowa City CSD,2020,169739238,173099142,11240140,6876239,0.0,129537101,4.21,-1.98,,,176905000.0,82495000,2.0,N,N,N,,Y,RSM US LLP,2021-01-15,unmodified,High,"Capital lease $381,196 pre-GASB 87; SAVE bonds two tranches: $42,115,000 + $40,380,000; IPERS NPL total (govt $84,309,150 + business $1,720,595); Assigned GF = $0; enrollment is official Oct 2019 count per operating stats; salaries-benefits not broken out at object level in GF; 2 statutory findings (IV-D: 1099 filing; IV-H: enrollment variance of -14.09); no GAGAS or single-audit findings; solvency uses gf_revenue minus AEA flowthrough denominator",Iowa City CSD,6872407.0,14800000.0,27807421.0,34679828.0,2048574.0,14285.0,2167297.77,809247.12,4129339.45,82644950.57,6876239.0,False,0.03972428124455984,0.03972428124455984,0.06493469505469877,0.052244838798796586,14.49936265426434,14.49936265426434,19.069366161560755,273.14428782668375,0.08550013494578731,0.5322320254007015,13007421.0,0.01183468604367779,-0.01979450384948706,,0,,0.06666666666666667,0.13333333333333333,0.8666666666666667,False,True,False,True,False,True,False,False,False,3,High,Very high risk,14-day practical cushion; 3 risk flag(s)
3141,Iowa City CSD,2021,190498914,184984176,15890150,11653470,0.0,77918215,6.35,2.89,,,170605000.0,74430000,2.0,N,N,N,,Y,RSM US LLP,2022-01-19,unmodified,High,"Auditors issued Emphasis of Matter for restatement: beginning govt net position restated by $35,176,984 for CIP overstatement (finding 2021-001) and for GASB 84 adoption; opinion not modified; GF ending balance in MD&A $15,734,218 differs from balance sheet $15,890,150 due to GASB 84 restatement; Assigned GF = $0; IPERS NPL total (govt $100,410,162 + business $2,049,195); SAVE bonds two tranches: $38,215,000 + $36,215,000; no GASB 87 lease yet (adopted FY2022); 1 GAGAS finding (2021-001 CIP controls) + 1 statutory enrollment variance",Iowa City CSD,11645791.0,17500000.0,25513829.0,37159620.0,3167626.0,14571.6,1800631.26,2805210.09,1409806.3,43445321.78,11653470.0,False,0.06299711819674782,0.06299711819674782,0.08590005017510255,0.07273109273952168,22.993948141812954,22.993948141812954,26.54684884992541,153.7436827839804,0.09460268644816408,0.6859025354446014,8013829.0,0.017123767386460126,0.02894892093715558,0.00457720854383426,0,,0.06666666666666667,0.06666666666666667,0.8666666666666667,False,False,False,True,False,True,False,False,False,2,Moderate,Moderate risk,23-day practical cushion; 2 risk flag(s)
3141,Iowa City CSD,2022,196760462,202187558,10063054,5356550,0.0,73022633,2.82,-2.76,,,164020000.0,66205000,3.0,N,Y,N,Title I student withdrawal record (2022-002; no questioned costs),Y,RSM US LLP,2022-12-20,unmodified,High,"GASB 87 adopted FY2022: lease liability $250,317 for copiers; IPERS NPL dramatically reduced to $2,054,352 due to GASB measurement-date catch-up (plan performance); SAVE bonds two tranches: $34,115,000 + $32,090,000; 1 significant deficiency (2022-001 expenditure cutoff in PPEL/Capital Projects ~$268k); 1 federal compliance finding (2022-002 Title I withdrawal record); 1 statutory enrollment variance (-5.84 students); capital outlay unusually low as major GO Bond construction phase winding down; salaries-benefits not object-detail separated in GF",Iowa City CSD,5250261.0,17500000.0,35236848.0,40487109.0,239935.0,14283.8,1225574.36,9386559.16,3709899.65,32261873.5,5356550.0,False,0.026492975398614785,0.026492975398614785,0.049770886495399486,0.03255454700135406,9.669936020494397,9.669936020494397,11.882409655494232,131.8244372138863,0.08655329820047582,0.49663919996476413,17736848.0,0.0011866951773560667,-0.027582248714175108,-0.0061426105421688625,1,,0.06666666666666667,0.06666666666666667,0.9333333333333333,False,True,False,True,False,True,False,False,False,3,Very high,Very high risk,10-day practical cushion; 3 risk flag(s)
